# 閩語
id,南安(溪美鎮)_聲母,南安(溪美鎮)_韻母,南安(溪美鎮)_調值,南安(溪美鎮)_調類,漳州_聲母,漳州_韻母,漳州_調值,漳州_調類,廈門_聲母,廈門_韻母,廈門_調值,廈門_調類,漳浦_聲母,漳浦_韻母,漳浦_調值,漳浦_調類,大田_聲母,大田_韻母,大田_調值,大田_調類,大田(前路話)_聲母,大田(前路話)_韻母,大田(前路話)_調值,大田(前路話)_調類,潮州(府城話)_聲母,潮州(府城話)_韻母,潮州(府城話)_調值,潮州(府城話)_調類,潮州(漢語方音字匯)_聲母,潮州(漢語方音字匯)_韻母,潮州(漢語方音字匯)_調值,潮州(漢語方音字匯)_調類,揭陽(榕城話)_聲母,揭陽(榕城話)_韻母,揭陽(榕城話)_調值,揭陽(榕城話)_調類,澄海_聲母,澄海_韻母,澄海_調值,澄海_調類,汕頭(汕頭市區)_聲母,汕頭(汕頭市區)_韻母,汕頭(汕頭市區)_調值,汕頭(汕頭市區)_調類,海豐(海城鎮)_聲母,海豐(海城鎮)_韻母,海豐(海城鎮)_調值,海豐(海城鎮)_調類,陸豐(內湖鎮)_聲母,陸豐(內湖鎮)_韻母,陸豐(內湖鎮)_調值,陸豐(內湖鎮)_調類,大埔元洲仔(香港新界福佬話)_聲母,大埔元洲仔(香港新界福佬話)_韻母,大埔元洲仔(香港新界福佬話)_調值,大埔元洲仔(香港新界福佬話)_調類,電白(霞洞鎮黎話)_聲母,電白(霞洞鎮黎話)_韻母,電白(霞洞鎮黎話)_調值,電白(霞洞鎮黎話)_調類,海康(雷城話)_聲母,海康(雷城話)_韻母,海康(雷城話)_調值,海康(雷城話)_調類,仙游(城關話)_聲母,仙游(城關話)_韻母,仙游(城關話)_調值,仙游(城關話)_調類,莆田_聲母,莆田_韻母,莆田_調值,莆田_調類,古田_聲母,古田_韻母,古田_調值,古田_調類,馬祖_聲母,馬祖_韻母,馬祖_調值,馬祖_調類,福州_聲母,福州_韻母,福州_調值,福州_調類,福清_聲母,福清_韻母,福清_調值,福清_調類,柘榮_聲母,柘榮_韻母,柘榮_調值,柘榮_調類,福安_聲母,福安_韻母,福安_調值,福安_調類,寧德_聲母,寧德_韻母,寧德_調值,寧德_調類,崇安(崇城鎮城關話)_聲母,崇安(崇城鎮城關話)_韻母,崇安(崇城鎮城關話)_調值,崇安(崇城鎮城關話)_調類,石陂_聲母,石陂_韻母,石陂_調值,石陂_調類,建陽(潭城鎮城關話)_聲母,建陽(潭城鎮城關話)_韻母,建陽(潭城鎮城關話)_調值,建陽(潭城鎮城關話)_調類,松溪_聲母,松溪_韻母,松溪_調值,松溪_調類,建甌_聲母,建甌_韻母,建甌_調值,建甌_調類,建甌(市志)_聲母,建甌(市志)_韻母,建甌(市志)_調值,建甌(市志)_調類,沙縣(城關話)_聲母,沙縣(城關話)_韻母,沙縣(城關話)_調值,沙縣(城關話)_調類,明溪(城關話)_聲母,明溪(城關話)_韻母,明溪(城關話)_調值,明溪(城關話)_調類,三明(三元話)_聲母,三明(三元話)_韻母,三明(三元話)_調值,三明(三元話)_調類,平南(上渡雅埠)(廣西漢語方言)_聲母,平南(上渡雅埠)(廣西漢語方言)_韻母,平南(上渡雅埠)(廣西漢語方言)_調值,平南(上渡雅埠)(廣西漢語方言)_調類,中山(隆都)(珠江三角洲)_聲母,中山(隆都)(珠江三角洲)_韻母,中山(隆都)(珠江三角洲)_調值,中山(隆都)(珠江三角洲)_調類,中山(隆都)(廣東閩方言)_聲母,中山(隆都)(廣東閩方言)_韻母,中山(隆都)(廣東閩方言)_調值,中山(隆都)(廣東閩方言)_調類,中山(三鄉)_聲母,中山(三鄉)_韻母,中山(三鄉)_調值,中山(三鄉)_調類,曼谷(潮州話)_聲母,曼谷(潮州話)_韻母,曼谷(潮州話)_調值,曼谷(潮州話)_調類,將樂(城關話)_聲母,將樂(城關話)_韻母,將樂(城關話)_調值,將樂(城關話)_調類,晉江(青陽鎮)_聲母,晉江(青陽鎮)_韻母,晉江(青陽鎮)_調值,晉江(青陽鎮)_調類
2010,h,ɯ,24,陽平,h,i,13,陽平,g/h,u/i,24,陽平,h,i,213,陽平,,,,,h,i,24,陽平,h,ɯ,55,陽平,h,ɯ,55,陽平,h,ɯ,55,陽平,h,ə,55,陽平,h,ɯ,55,陽平,h,i,55,陽平,h,i,24,陽平,h,u,44,陽平,h,u,31,陰上,h,u,11,陽平,h,y,24,陽平,h,y,13,陽平,ŋ,y,33,陽平,ŋ,y,51,陽平,ŋ,y,52,陽平,ŋ,y,55,陽平,ŋ,y,21,陽平,ŋ,øi,22,陽平,ŋ,øy,22,陽平,ŋ,əu,33,陽平,ŋ,y,33,陰去,ŋ,y,334,陽平,ŋ,y,44,陽平甲,ŋ,y,22,陰去,ŋ,y,33,陰去,g,y,31,陽平,0,yø,21,陽平,ŋ,y,41,陽平,h,i,12,陽平,ŋ,i,31/33,陽去/陽平,ŋ,i,33,陽平,h,u,55,陽平,h,ɤ,55,陽平,ŋ,ue/y,22,陽平,h,i,24,陽平
2011,,,,,,,,,,,,,,,,,,,,,,,,,h,ɯ,55,陽平,,,,,h,ɯ,55,陽平,,,,,h,ɯ,55,陽平,h,i,55,陽平,h,i,24,陽平,h,u,44,陽平,h,u,31,陰上,h,u,11,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,i,12,陽平,ŋ,i,31/33,陽去/陽平,ŋ,i,33,陽平,h,u,55,陽平,h,ɤ,55,陽平,,,,,,,,
2012,h,ɯ,24,陽平,h,i,13,陽平,,,,,h,i,213,陽平,,,,,,,,,,,,,,,,,,,,,h,ə,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,h/k,y,24,陽平,k,y,13,陽平,,,,,,,,,,,,,ŋ,y,55,陽平,ŋ,y,21,陽平,ŋ,øi,22,陽平,ŋ,øy,22,陽平,ŋ,əu,33,陽平,ŋ,y,33,陰去,ŋ,y,334,陽平,ŋ,y,44,陽平甲,,,,,ŋ,y,33,陰去,g,y,31,陽平,0,yø,21,陽平,ŋ,y,41,陽平,h,i,12,陽平,ŋ,i,31,陽去,,,,,,,,,h,ɤ,55,陽平,ŋ,ue/y,22,陽平,h,i,24,陽平
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,i,12,陽平,ŋ,i,31,陽去,,,,,,,,,h,ɤ,55,陽平,,,,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,i,12,陽平,ŋ,i,31,陽去,,,,,,,,,h,ɤ,55,陽平,,,,,,,,
2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,i,12,陽平,ŋ,i,31,陽去,,,,,,,,,h,ɤ,55,陽平,,,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ŋ,e,11,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,tsʰ,ue,33,陰平,tsʰ,e/ɔ,44,陰平,tsʰ,ue/ɔ,55,陰平,s/tsʰ,iei,55,陰平,,,,,,,,,tsʰ,o/iu,33,陰平,tsʰ,iu/o,33,陰平,tsʰ,iu/o,33,陰平,tsʰ,iu/o,33,陰平,tsʰ,iu/o,33,陰平,tsʰ,o,33,陰平,tsʰ,o/iu,33,陰平,tsʰ,iu,33,陰平,tsʰ,o/oi,33,陰平甲,tsʰ,u/oi,213,陰平,tsʰ,ø,54,陰平,tsʰ,y,533,陰平,tsʰ,œ/u,55,陰平,tsʰ,ø,55,陰平,tsʰ,u/œ,44,陰平,tsʰ,ø/u,53,陰平,tsʰ,œ,42,陰平,tsʰ,œ,332,陰平,tsʰ,œ/u,44,陰平,tʰ,u,51,陰平,tsʰ,u,53,陰平,tʰ,o,53,陰平,tsʰ,ɒu,52,陰平,tsʰ,u,54,平,tsʰ,u,54,陰平,tsʰ,u,33,陰平,tsʰ,u,33,陰平,tsʰ,ɑu,553,陰平,tsʰ,iɛ,33,陰平,tsʰ,ɔ/i,55/33,陰平/陽平,tsʰ,o,55,陰平,tsʰ,au,55,陽平,tsʰ,o,33,陰平,tʃʰ,u,55,陰平,tsʰ,ue,33,陰平
2022,s/s/ts,ɯ/u/ɯ,33/33/33,陰平/陰平/陰平,s,i/u,44,陰平,s/ts,u,55,陰平,s,i,55,陰平,,,,,ts,i,33,陰平,ts,ɯ,33,陰平,ts,ɿ,33,陰平,ts,ɯ,33,陰平,ts,ə,33,陰平,ts,ɯ,33,陰平,s,i,33,陰平,ts,u,33,陰平,s,u,33,陰平,ts,u,33,陰平甲,ts,u,213,陰平,ɬ/ts,y,54,陰平,ɬ/ts,y,533,陰平,ts,y,55,陰平,ts,y,55,陰平,ts,y,44,陰平,ts,y,53,陰平,ts,y,42,陰平,ts,øi,332,陰平,s/ts,y,44,陰平,s,y,51,陰平,s,y,53,陰平,s,y,53,陰平,s,y,52,陰平,s,y,54,平,s,y,54,陰平,ʃ,y,33,陰平,s,y,33,陰平,ʃ,y,553,陰平,ɬ/tʰ,i/iɛ,33/42,陰平/陰入,s,i,55,陰平,s,i,55,陰平,ts,u,33,陰平,ts,ɤ,33,陰平,ʃ,y,55,陰平,s,i/u,33,陰平
2025,s,ɯ,33,陰平,s,i/u,44,陰平,s/tsh,u,55,陰平,s,i,55,陰平,,,,,,,,,,,,,s/tsh,u/ɿ,33,陰平,,,,,s,u,33,陰平,,,,,,,,,,,,,s,u,33,陰平,,,,,,,,,ɬ/tsʰ,y,54,陰平,ɬ/tsʰ,y,533,陰平,s/tsʰ,y,55,陰平,,,,,tsʰ,y,44,陰平,s/tsʰ,y,53,陰平,s/tsʰ,y,42,陰平,s,øi,332,陰平,s/tsʰ,y,44,陰平,s,y,51,陰平,s,y,53,陰平,s,y,53,陰平,s,yŋ,52,陰平,s,y,54,平,s,y,54,陰平,ʃ,y,33,陰平,s,y,33,陰平,ʃ,y,553,陰平,ɬ,i,33,陰平,s,i,55,陰平,,,,,,,,,s,u,33,陰平,ʃ,y,55,陰平,s,i,33,陰平
2029,k,ɯ,33,陰平,,,,,k,u,55,陰平,k,i,55,陰平,,,,,,,,,k,i/ɯ,33,陰平,k,ɯ,33,陰平,k,i/ɯ,33,陰平,k,ə,33,陰平,k,i/ɯ,33,陰平,k,i,33,陰平,k,i,33,陰平,k,i,33,陰平,k,i,33,陰平甲,k,i,213,陰平,k,y,54,陰平,k,y,533,陰平,k,y,55,陰平,k,y,55,陰平,k,y,44,陰平,k,y,53,陰平,k,y,42,陰平,k,øi,332,陰平,k,y,44,陰平,k,əu,51,陰平,k,y,53,陰平,k,y,53,陰平,k,y,52,陰平,k,y,54,平,k,y,54,陰平,k,y,33,陰平,k,y,33,陰平,k,y,553,陰平,k,i,33,陰平,k,i,55,陰平,k,i,55,陰平,k,i,55,陽平,k,ɤ,33,陰平,k,y,55,陰平,k,i,33,陰平
2032,,,,,k,i,44,陰平,,,,,k,i,55,陰平,,,,,,,,,,,,,,,,,,,,,k,ə,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,k,y,54,陰平,k,y,533,陰平,,,,,,,,,,,,,,,,,k,y,42,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,k,ɯ,33,陰平,k,i,44,陰平,,,,,k,i,55,陰平,,,,,,,,,,,,,,,,,,,,,k,ə,33,陰平,,,,,,,,,,,,,k,i,33,陰平,,,,,,,,,k,y,54,陰平,k,y,533,陰平,k,y,55,陰平,k,y,55,陰平,,,,,k,y,53,陰平,k,y,42,陰平,k,øi,332,陰平,k,y,44,陰平,k,əu,51,陰平,k,y,53,陰平,k,y,53,陰平,k,y,52,陰平,,,,,k,y,54,陰平,k,y,33,陰平,k,y,33,陰平,k,y,553,陰平,k,i,33,陰平,k,i,55,陰平,,,,,,,,,tsʰ,ia,33,陰平,k,y,55,陰平,k,i,33,陰平
2043,k,ɯ,24,陽平,k,i,13,陽平,kʰ,u,24,陽平,k,i,213,陽平,,,,,k,i,55,陽上,kʰ,ɯ,55,陽平,kʰ,ɯ,55,陽平,kʰ,ɯ,55,陽平,kʰ,ə,55,陽平,kʰ,ɯ,55,陽平,kʰ,i,55,陽平,kʰ,i,24,陽平,kʰ,i,44,陽平,kʰ,oi,11,陽平,kʰ,i,11,陽平,k,y,24,陽平,k,y,13,陽平,k,y,33,陽平,,,,,k,y,52,陽平,k,y,55,陽平,k,y,21,陽平,k,øi,22,陽平,k,øy,22,陽平,h,əu,22,陰去,,,,,k,y,334,陽平,k,io/y,41/31,陽入/陽平乙,kʰ,y,24,陰入,k,y,21/42,上聲/陽入,k,y,33/31,陽平/陰平,kʰ,y,21,陽平,k,y,41,陽平,k,i,12,陽平,k/kʰ,i,33,陽平,k,i,33,陽平,kʰ,i,11,陽去,kʰ,ɤ,55,陽平,kʰ,y,22,陽平,k,i,24,陽平
2069,0,ɯ,24,陽平,0,i,13,陽平,0,u,24,陽平,0,i,213,陽平,,,,,,,,,0,ɯ,55,陽平,0,ɯ,55,陽平,0,ɯ,55,陽平,0,ə,55,陽平,0,ɯ,55,陽平,0,i,55,陽平,0,i,24,陽平,,,,,0,y,11,陽平,0,i,11,陽平,0,y,24,陽平,0,y,13,陽平,0,y,33,陽平,,,,,0,y,52,陽平,0,y,55,陽平,0,y,21,陽平,j,øi,22,陽平,0,øy,22,陽平,h,əu,33,陽平,ɦ,y,42,陽平,0,y,334,陽平,,,,,0,y,21,上,0,y,21,上聲,0,y,31,陽平,0,y,21,陽平,0,y,41,陽平,ʔ,i,12,陽平,0,i,31,陽去,0,i,33,陽平,0,i,55,陽平,0,ɤ,55,陽平,0,y,22,陽平,0,i,24,陽平
2073,0,ɯ,24,陽平,0,i,13,陽平,0,u,24,陽平,,,,,,,,,,,,,,,,,0,ɯ,55,陽平,,,,,,,,,,,,,,,,,,,,,dz,i,44,陽平,,,,,,,,,,,,,0,y,13,陽平,0,y,33,陽平,,,,,0,y,52,陽平,0,y,55,陽平,0,y,21,陽平,,,,,,,,,h,əu,33,陽平,ɦ,y,42,陽平,,,,,h,œy,31,陽平乙,0,y,21,上,,,,,0,y,31,陽平,,,,,,,,,ʔ,i,12,陽平,0,i,31,陽去,,,,,,,,,0,ɤ,55,陽平,,,,,0,i,24,陽平
2074,,,,,0,i,13,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ə,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,0,y,21/24,陽去/陽平,0,y,13,陽平,,,,,,,,,,,,,,,,,0,y,21,陽平,,,,,,,,,,,,,,,,,ɦ,y,41,第九調,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,y,21,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,,,,,,,,,,,,,s,i,55,陰平,,,,,,,,,,,,,,,,,,,,,s,u,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,y,53,陰平,s,y,42,陰平,s,øi,332,陰平,s,y,44,陰平,s,əu,51,陰平,,,,,s,y,53,陰平,,,,,,,,,s,y,54,陰平,,,,,,,,,ʃ,y,553,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,əu,51,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,tsʰ/tsʰ,i/ɯ,33/33,陰平/陰平,tsʰ,i,44,陰平,tsʰ,u,55,陰平,tsʰ,i,55,陰平,,,,,,,,,,,,,ts,u,33,陰平,,,,,tsʰ,ə,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,y,54,陰平,tsʰ,y,533,陰平,,,,,,,,,tsʰ,y,44,陰平,,,,,tsʰ,y,42,陰平,,,,,tsʰ,y,44,陰平,,,,,tsʰ,y,53,陰平,tsʰ,y,53,陰平,,,,,tsʰ,y,54,平,ts,u,54,陰平,tʃʰ,y,33,陰平,tsʰ,y,33,陰平,tʃʰ,y,553,陰平,t,i,33,陰平,ts,i,55,陰平,,,,,,,,,ts,u,33,陰平,tsʰ,y,55,陰平,tsʰ,i,33,陰平
2125,,,,,,,,,,,,,,,,,,,,,tʰ,uã/ui,24,陽平,t/tsʰ,ɯ/o,55,陽平,,,,,t/tsʰ,ɯ,55,陽平,,,,,t/tsʰ,ɯ,55,陽平,t,i,55,陽平,t,i,24,陽平,tsʰ,o,44,陽平,tsʰ,o,11,陽平,tsʰ,u,213,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,o,22,陽去,tʰ/tsʰ,i/ɔ,33/31,陽平/陽去,tʰ,i,33,陽平,tsʰ,ɐu,55,陽平,t,ɤ,55,陽平,,,,,,,,
2126,t/tʰ,ɯ/ɯ,24/24,陽平/陽平,t,i,13,陽平,t/ts,i/ɔ,55,陽平,t,i,213,陽平,,,,,tʰ,uã/ui,24,陽平,t/tsʰ,ɯ/o,55,陽平,t/tsh,ɯ/o,55,陽平,t/tsʰ,ɯ/o,55,陽平,t/tʰ/tsʰ,ə/o,55,陽平,t/tsʰ,ɯ/o,55,陽平,t,i,55,陽平,t,i,24,陽平,tsʰ,o,44,陽平,tsʰ,o,11,陽平,tsʰ,u,213,陰平,tʰ,y,24,陽平,tʰ/ts,y/ø,13,陽平,tʰ,y,33,陽平,tʰ,y,51,陽平,tʰ,y,52,陽平,tʰ,y,55,陽平,tʰ,y,21,陽平,tʰ,øi,22,陽平,tʰ,øy,22,陽平,l,əu,22,陰去,d,y,42,陽平,h/l,y,334/41,陽平/第九調,,,,,tʰ,y,213,陰去,tʰ,y,33,陰去,t/tʰ,y,31,陽平,tsʰ,u,21,陽平,tʰ,y,41,陽平,tsʰ,o,22,陽去,tʰ/tsʰ,i/ɔ,33/31,陽平/陽去,tʰ,i,33,陽平,tsʰ,ɐu,55,陽平,t,ɤ,55,陽平,tʃʰ,u,22,陽平,t/tʰ,i,24,陽平
2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,əu,55,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,s/s,ɔ/ue,33/33,陰平/陰平,s,e,44,陰平,s,ue/ɔ,55,陰平,s,iei/ɔu,55,陰平,,,,,,,,,,,,,s,o,33,陰平,,,,,s,o,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,ɬ,ø,54,陰平,ɬ,ø,533,陰平,s,œ/u,55,陰平,s,ø,55,陰平,s,u/œ,44,陰平,s,ø/u,53,陰平,s,œ,42,陰平,s,œ,332,陰平,s,œ/u,44,陰平,s,u,51,陰平,s,u,53,陰平,s,o,53,陰平,s,ɒu,52,陰平,s,u,54,平,s,u,54,陰平,s,u,33,陰平,s,u,33,陰平,s,ɑu,553,陰平,ɬ,iɛ,33,陰平,s,ɔ,55,陰平,,,,,,,,,s,o,55,陽平,ʃ,u,55,陰平,s,ue/ɔ,33,陰平
2136,s/s,ɔ/ue,33/33,陰平/陰平,s,e/ɔ,44,陰平,s,ue/ɔ,55,陰平,s,iei/ɔu,55,陰平,,,,,,,,,s,iu,33,陰平,s,iu/o,33,陰平,s,iu,33,陰平,,,,,s,iu,33,陰平,s,iu,33,陰平,s,iu,33,陰平,s,iu,33,陰平,ɬ,oi,33,陰平甲,s,oi/u,213,陰平,ɬ,ø,54,陰平,ɬ,ø,533,陰平,s,œ,55,陰平,s,ø,55,陰平,s,œ/u,44,陰平,s,ø,53,陰平,s,œ,42,陰平,s,œ,332,陰平,s,œ,44,陰平,s,u,51,陰平,s,u,53,陰平,s,o,53,陰平,s,u,52,陰平,s,u,54,平,s,u,54,陰平,s,u,33,陰平,s,u,33,陰平,s,ɑu,553,陰平,ɬ,iɛ,33,陰平,s,ɔ/i,55,陰平,s,i,55,陰平,s,e,33,陰平,s,o,55,陽平,ʃ,u,55,陰平,s,ue,33,陰平
2138,s/s,ɔ/ue,33/33,陰平/陰平,s,ɔ,44,陰平,,,,,s,ɔu,55,陰平,,,,,,,,,,,,,,,,,,,,,s,o,33,陰平,,,,,,,,,,,,,s,o,33,陰平,,,,,,,,,ɬ,ø,54,陰平,ɬ,ø,533,陰平,s,u,55,陰平,,,,,,,,,s,u,53,陰平,s,œ,42,陰平,s,œ,332,陰平,s,u,44,陰平,s,u,51,陰平,,,,,s,o,53,陰平,s,ɒu,52,陰平,,,,,s,u,54,陰平,s,u,33,陰平,s,u,33,陰平,s,ɑu,553,陰平,ɬ,iɛ,33,陰平,s,ɔ,55,陰平,,,,,,,,,s,o,55,陽平,ʃ,u,55,陰平,s,ue/ɔ,33,陰平
2146,h,ɯ,33,陰平,h,i,44,陰平,h,u,55,陰平,,,,,,,,,h,i,33,陰平,h,ɯ,33,陰平,h,ɯ,33,陰平,h,ɯ,33,陰平,h,ə,33,陰平,h,ɯ,33,陰平,h,i,33,陰平,h,i,33,陰平,h,u,33,陰平,h,y,33,陰平甲,h,i,213,陰平,h,y,54,陰平,h,y,533,陰平,h,y,55,陰平,h,y,55,陰平,x,y,44,陰平,h,y,53,陰平,x,y,42,陰平,h,øi,332,陰平,x,y,44,陰平,x,əu,51,陰平,x,y,53,陰平,x,y,53,陰平,h,œy,52,陰平,x,y,54,平,x,y,54,陰平,ʃ,y,33,陰平,x,y,33,陰平,ʃ,y,553,陰平,h,i,33,陰平,h,i,55,陰平,h,i,55,陰平,h,i,55,陽平,h,ɤ,33,陰平,ʃ,y,55,陰平,h,i,33,陰平
2149,h,ɯ,33,陰平,,,,,h,u,55,陰平,h,i,55,陰平,,,,,,,,,,,,,h,ɯ,33,陰平,,,,,h,ə,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,h,y,54,陰平,h,y,533,陰平,h,y,55,陰平,,,,,x,y,44,陰平,h,y,53,陰平,x,y,42,陰平,h,øi,332,陰平,x,y,44,陰平,x,əu,51,陰平,,,,,x,y,53,陰平,,,,,x,y,54,平,x,y,54,陰平,ʃ,y,33,陰平,,,,,,,,,h,i,33,陰平,h,i,55,陰平,,,,,,,,,h,ɤ,33,陰平,,,,,h,i,33,陰平
2152,s,ɯ,24,陽平,s/tsʰ,i,13,陽平,s/tsʰ,u/i,24,陽平,s/tsʰ,i,213,陽平,,,,,,,,,tsʰ,ɯ,55,陽平,tsʰ,ɿ,55,陽平,tsʰ,ɯ,55,陽平,tsʰ,ə,55,陽平,tsʰ,ɯ,55,陽平,tsʰ,i,35,陽上,tsʰ,i,24,陽平,tsʰ,u,44,陽平,tsʰ,y,11,陽平,tsʰ,i,11,陽平,ɬ,y,24,陽平,ɬ,y,13,陽平,s,y,33,陽平,,,,,s,y,52,陽平,s,y,55,陽平,s,y,21,陽平,s,øi,22,陽平,s,øy,22,陽平,l,əu,22/33,陰去/陽平,dz,y,42,陽平,l,y,41,第九調,ts,y,31,陽平乙,ts,y,21,上,ts,y,21,上聲,tʃ,y,31,陽平,s,y,21,陽平,ts,y,41,陽平,ɬ,i,12,陽平,tsʰ,i,31/33,陽去/陽平,tsʰ,i,33,陽平,tsʰ,u,55,陽平,tsʰ,ɤ,55,陽平,tsʰ,y,22,陽平,s,i,24,陽平
2156,0,ɯ,33,陰平,,,,,0,u,55,陰平,,,,,,,,,,,,,,,,,0,i,33,陰平,,,,,0,u,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,0,y,24,陽平,,,,,,,,,,,,,0,y,44,陰平,0,y,53,陰平,0,u,42,陰平,0,ø,332,陰平,0,y,42,上聲,0,əu,51,陰平,ʔ,y,33,陰去,,,,,0,œy,33,陰去,0,y,21,上,,,,,0,y,33,陰平,0,y,33,陰平,0,y,553,陰平,ʔ,i,12,陽平,0,i,55,陰平,,,,,,,,,z,i,33,陰平,,,,,0,i,33,陰平
2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʔ,i,12,陽平,0,i,55,陰平,,,,,,,,,z,i,33,陰平,,,,,,,,
2159,0,ɯ,33,陰平,0,i/u,44,陰平,0,u,55,陰平,,,,,,,,,,,,,,,,,0,ɯ,213,陰去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,y,54,陰平,0,y,533,陰平,,,,,,,,,0,y,44,陰平,0,y,53,陰平,0,y,42,陰平,,,,,0,y,44,陰平,0,əu,51,陰平,,,,,,,,,,,,,0,y,22,陰去,,,,,0,y,33,陰平,,,,,,,,,ʔ,i,33,陰平,0,i,24,上聲,,,,,,,,,z,i,33,陰平,0,y,55,陰平,0,i,33,陰平
