id,字形,攝,聲調,韻目,字母,開合,等第,清濁,上字,下字,又音,又切
11111,苦,遇,上,姥,溪,合,一,次清,康,杜,,苦故
11112,,遇,上,姥,溪,合,一,次清,康,杜,,
11113,怒,遇,上,姥,泥,合,一,次濁,奴,古,,奴故
11114,弩,遇,上,姥,泥,合,一,次濁,奴,古,,
11115,砮,遇,上,姥,泥,合,一,次濁,奴,古,,乃胡
11116,努,遇,上,姥,泥,合,一,次濁,奴,古,,
11117,,遇,上,姥,泥,合,一,次濁,奴,古,,
11118,戶,遇,上,姥,匣,合,一,全濁,侯,古,,
11119,楛,遇,上,姥,匣,合,一,全濁,侯,古,,
11120,扈,遇,上,姥,匣,合,一,全濁,侯,古,,
11121,怙,遇,上,姥,匣,合,一,全濁,侯,古,,
11122,鄠,遇,上,姥,匣,合,一,全濁,侯,古,,
11123,,遇,上,姥,匣,合,一,全濁,侯,古,,
11124,祜,遇,上,姥,匣,合,一,全濁,侯,古,,
11125,昈,遇,上,姥,匣,合,一,全濁,侯,古,,
11126,,遇,上,姥,匣,合,一,全濁,侯,古,,
11127,岵,遇,上,姥,匣,合,一,全濁,侯,古,,
11128,芐,遇,上,姥,匣,合,一,全濁,侯,古,,胡駕
11129,雇,遇,上,姥,匣,合,一,全濁,侯,古,,古暮
11130,,遇,上,姥,匣,合,一,全濁,侯,古,,
11131,,遇,上,姥,匣,合,一,全濁,侯,古,,
11132,,遇,上,姥,匣,合,一,全濁,侯,古,,
11133,婟,遇,上,姥,匣,合,一,全濁,侯,古,互,
11134,戽,遇,上,姥,匣,合,一,全濁,侯,古,,呼古/荒故
11135,,遇,上,姥,匣,合,一,全濁,侯,古,,丁古
11136,洿,遇,上,姥,匣,合,一,全濁,侯,古,,哀都
11137,,遇,上,姥,匣,合,一,全濁,侯,古,,
11138,酤,遇,上,姥,匣,合,一,全濁,侯,古,姑,古暮
11139,滬,遇,上,姥,匣,合,一,全濁,侯,古,,
11140,,遇,上,姥,匣,合,一,全濁,侯,古,,
11141,普,遇,上,姥,滂,合,一,次清,滂,古,,
11142,溥,遇,上,姥,滂,合,一,次清,滂,古,,補各
11143,誧,遇,上,姥,滂,合,一,次清,滂,古,,博孤/普故/普胡
11144,浦,遇,上,姥,滂,合,一,次清,滂,古,,
11145,烳,遇,上,姥,滂,合,一,次清,滂,古,,
11146,補,遇,上,姥,幫,合,一,全清,博,古,,
11147,譜,遇,上,姥,幫,合,一,全清,博,古,,
11148,圃,遇,上,姥,幫,合,一,全清,博,古,,博故
11149,薺,蟹,上,薺,從,開,四,全濁,徂,禮,,疾賀
11150,,蟹,上,薺,從,開,四,全濁,徂,禮,,即移
11151,鱭,蟹,上,薺,從,開,四,全濁,徂,禮,,
11152,癠,蟹,上,薺,從,開,四,全濁,徂,禮,,子禮/徂奚/在詣
11153,,蟹,上,薺,從,開,四,全濁,徂,禮,,茲此/子西
11154,禮,蟹,上,薺,來,開,四,次濁,盧,啟,,
11155,,蟹,上,薺,來,開,四,次濁,盧,啟,,
11156,,蟹,上,薺,來,開,四,次濁,盧,啟,,
11157,蠡,蟹,上,薺,來,開,四,次濁,盧,啟,,呂支/落戈
11158,,蟹,上,薺,來,開,四,次濁,盧,啟,,
11159,澧,蟹,上,薺,來,開,四,次濁,盧,啟,,
11160,醴,蟹,上,薺,來,開,四,次濁,盧,啟,,
11161,鱧,蟹,上,薺,來,開,四,次濁,盧,啟,,
11162,鱺,蟹,上,薺,來,開,四,次濁,盧,啟,,
11163,,蟹,上,薺,來,開,四,次濁,盧,啟,,
11164,欚,蟹,上,薺,來,開,四,次濁,盧,啟,,
11165,,蟹,上,薺,來,開,四,次濁,盧,啟,,郎奚
11166,劙,蟹,上,薺,來,開,四,次濁,盧,啟,,力多/郎計
11167,豊,蟹,上,薺,來,開,四,次濁,盧,啟,,
11168,,蟹,上,薺,來,開,四,次濁,盧,啟,離,
11169,欐,蟹,上,薺,來,開,四,次濁,盧,啟,,所宜/力計
11170,體,蟹,上,薺,透,開,四,次清,他,禮,,
11171,,蟹,上,薺,透,開,四,次清,他,禮,,
11172,醍,蟹,上,薺,透,開,四,次清,他,禮,啼,
11173,涕,蟹,上,薺,透,開,四,次清,他,禮,,他計
11174,,蟹,上,薺,透,開,四,次清,他,禮,,
11175,,蟹,上,薺,透,開,四,次清,他,禮,,
11176,緹,蟹,上,薺,透,開,四,次清,他,禮,啼,
11177,,蟹,上,薺,透,開,四,次清,他,禮,,
11178,,蟹,上,薺,滂,開,四,次清,匹,米,,
11179,濟,蟹,上,薺,精,開,四,全清,子,禮,霽,
11180,,蟹,上,薺,精,開,四,全清,子,禮,,將此/側買/側氏
11181,,蟹,上,薺,精,開,四,全清,子,禮,,
11182,癠,蟹,上,薺,精,開,四,全清,子,禮,,徂禮/在詣/徂奚
11183,,蟹,上,薺,精,開,四,全清,子,禮,卿,
11184,邸,蟹,上,薺,端,開,四,全清,都,禮,,
11185,底,蟹,上,薺,端,開,四,全清,都,禮,,
11186,詆,蟹,上,薺,端,開,四,全清,都,禮,,他歷/杜奚
11187,,蟹,上,薺,端,開,四,全清,都,禮,,
11188,坻,蟹,上,薺,端,開,四,全清,都,禮,,支氏/直尼
11189,抵,蟹,上,薺,端,開,四,全清,都,禮,,
11190,牴,蟹,上,薺,端,開,四,全清,都,禮,,
11191,觝,蟹,上,薺,端,開,四,全清,都,禮,,
11192,柢,蟹,上,薺,端,開,四,全清,都,禮,,都計/都奚
11193,弤,蟹,上,薺,端,開,四,全清,都,禮,,都昆
11194,,蟹,上,薺,端,開,四,全清,都,禮,,
11195,堤,蟹,上,薺,端,開,四,全清,都,禮,,都奚/是支
11196,軧,蟹,上,薺,端,開,四,全清,都,禮,,
11197,弟,蟹,上,薺,定,開,四,全濁,徒,禮,,特計
11198,娣,蟹,上,薺,定,開,四,全濁,徒,禮,,特計
11199,悌,蟹,上,薺,定,開,四,全濁,徒,禮,,特計
11200,,蟹,上,薺,定,開,四,全濁,徒,禮,,
11201,遞,蟹,上,薺,定,開,四,全濁,徒,禮,,亭繼
11202,,蟹,上,薺,定,開,四,全濁,徒,禮,,
11203,媞,蟹,上,薺,定,開,四,全濁,徒,禮,是/啼,
11204,禰,蟹,上,薺,泥,開,四,次濁,奴,禮,,
11205,嬭,蟹,上,薺,泥,開,四,次濁,奴,禮,,奴蟹
11206,,蟹,上,薺,泥,開,四,次濁,奴,禮,,綿婢
11207,苨,蟹,上,薺,泥,開,四,次濁,奴,禮,,
11208,,蟹,上,薺,泥,開,四,次濁,奴,禮,,
11209,,蟹,上,薺,泥,開,四,次濁,奴,禮,,
11210,瀰,蟹,上,薺,泥,開,四,次濁,奴,禮,,武移/綿婢
11211,坭,蟹,上,薺,泥,開,四,次濁,奴,禮,,
11212,,蟹,上,薺,泥,開,四,次濁,奴,禮,,
11213,薾,蟹,上,薺,泥,開,四,次濁,奴,禮,,
11214,檷,蟹,上,薺,泥,開,四,次濁,奴,禮,,
11215,鑈,蟹,上,薺,泥,開,四,次濁,奴,禮,,奴協
11216,,蟹,上,薺,泥,開,四,次濁,奴,禮,,
11217,洗,蟹,上,薺,心,開,四,全清,先,禮,銑,
11218,洒,蟹,上,薺,心,開,四,全清,先,禮,,所賣
11219,泚,蟹,上,薺,清,開,四,次清,千,禮,,雌氏
11220,玼,蟹,上,薺,清,開,四,次清,千,禮,,雌氏/疾移
11221,緀,蟹,上,薺,清,開,四,次清,千,禮,,七稽
11222,皉,蟹,上,薺,清,開,四,次清,千,禮,,
11223,淒,蟹,上,薺,清,開,四,次清,千,弟,,七稽
11224,,蟹,上,薺,清,開,四,次清,千,禮,,斯氏
11225,啟,蟹,上,薺,溪,開,四,次清,康,禮,,
11226,棨,蟹,上,薺,溪,開,四,次清,康,禮,,
11227,綮,蟹,上,薺,溪,開,四,次清,康,禮,,
11228,,蟹,上,薺,溪,開,四,次清,康,禮,,工兮
11229,,蟹,上,薺,溪,開,四,次清,康,禮,,
11230,稽,蟹,上,薺,溪,開,四,次清,康,禮,,古兮
11231,,蟹,上,薺,溪,開,四,次清,康,禮,,去戰
11232,,蟹,上,薺,溪,開,四,次清,康,禮,,
11233,,蟹,上,薺,溪,開,四,次清,康,禮,,
11234,,蟹,上,薺,溪,開,四,次清,康,禮,,口系
11235,,蟹,上,薺,溪,開,四,次清,康,禮,,
11236,,蟹,上,薺,溪,開,四,次清,康,禮,,
11237,徯,蟹,上,薺,匣,開,四,全濁,胡,禮,,胡雞
11238,謑,蟹,上,薺,匣,開,四,全濁,胡,禮,,呼訝/火懈
11239,,蟹,上,薺,匣,開,四,全濁,胡,禮,系,胡雞
11240,,蟹,上,薺,匣,開,四,全濁,胡,禮,,
11241,涀,蟹,上,薺,匣,開,四,全濁,胡,禮,,苦甸/胡甸
11242,,蟹,上,薺,匣,開,四,全濁,胡,禮,,
11243,,蟹,上,薺,匣,開,四,全濁,胡,禮,,
11244,,蟹,上,薺,匣,開,四,全濁,胡,禮,,
11245,米,蟹,上,薺,明,開,四,次濁,莫,禮,,
11246,眯,蟹,上,薺,明,開,四,次濁,莫,禮,,
11247,,蟹,上,薺,明,開,四,次濁,莫,禮,,
11248,,蟹,上,薺,明,開,四,次濁,莫,禮,,
11249,蔝,蟹,上,薺,明,開,四,次濁,莫,禮,,
11250,,蟹,上,薺,明,開,四,次濁,莫,禮,,
11251,,蟹,上,薺,明,開,四,次濁,莫,禮,,
11252,陛,蟹,上,薺,並,開,四,全濁,傍,禮,,
11253,梐,蟹,上,薺,並,開,四,全濁,傍,禮,,邊兮
11254,髀,蟹,上,薺,並,開,四,全濁,傍,禮,,卑履/并弭
11255,,蟹,上,薺,並,開,四,全濁,傍,禮,,
11256,,蟹,上,薺,並,開,四,全濁,傍,禮,,
11257,,蟹,上,薺,並,開,四,全濁,傍,禮,,必鼻/并弭
11258,,蟹,上,薺,並,開,四,全濁,傍,禮,,
11259,,蟹,上,薺,並,開,四,全濁,傍,禮,,
11260,,蟹,上,薺,影,開,四,全清,烏,弟,,
11261,,蟹,上,薺,影,開,四,全清,烏,弟,,烏奚
11262,堄,蟹,上,薺,疑,開,四,次濁,研,啟,,五計
11263,,蟹,上,薺,疑,開,四,次濁,研,啟,,五稽
11264,掜,蟹,上,薺,疑,開,四,次濁,研,啟,,妳佳
11265,觬,蟹,上,薺,疑,開,四,次濁,研,啟,,五稽
11266,,蟹,上,薺,疑,開,四,次濁,研,啟,,五稽/五結
11267,晲,蟹,上,薺,疑,開,四,次濁,研,啟,,
11268,,蟹,上,薺,幫,開,四,全清,補,米,,博計
11269,,蟹,上,薺,幫,開,四,全清,補,米,,
11270,蟹,蟹,上,蟹,匣,開,二,全濁,胡,買,,
11271,,蟹,上,蟹,匣,開,二,全濁,胡,買,,
11272,解,蟹,上,蟹,匣,開,二,全濁,胡,買,,胡懈/佳買/古賣
11273,獬,蟹,上,蟹,匣,開,二,全濁,胡,買,,
11274,澥,蟹,上,蟹,匣,開,二,全濁,胡,買,,
11275,嶰,蟹,上,蟹,匣,開,二,全濁,胡,買,,
